LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error
2019-05-28 09:19:09,1900-01-00 00:00:00,,B8:1D:AA:C2:3B:24,-37,WPA,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:10,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-43,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:10,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:11,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-43,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:11,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-35,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:11,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-35,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:12,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-41,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:12,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-41,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:12,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-47,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:14,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:14,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-39,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:14,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:14,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-43,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:14,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-41,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:15,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-39,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:15,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-35,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:16,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:17,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:18,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-39,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:18,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:19,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-39,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:19,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:19,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-35,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:19,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:20,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:20,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-39,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:20,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:21,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-43,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:21,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:22,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-41,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:22,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:22,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-41,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:23,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:23,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-41,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:24,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-39,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:24,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-46,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:24,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:25,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:25,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-39,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:25,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:25,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:25,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-43,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:26,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:26,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:26,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:27,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-39,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:27,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:27,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-43,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:27,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-43,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:28,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-43,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:29,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-39,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:29,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-39,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:30,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-41,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:30,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-37,WPA2,0.000000,0.000000,0.000,0.000
2019-05-28 09:19:30,1900-01-00 00:00:00,errrrrreee,B8:1D:AA:C2:3B:24,-39,WPA2,0.000000,0.000000,0.000,0.000
